,categories,code,color,description,message,metadata,requestId,url,show
16,"[{'name': 'abstract_net', 'score': 0.140625}, {'name': 'abstract_texture', 'score': 0.48046875}, {'name': 'others_', 'score': 0.00390625}]",0,"{'dominantColorForeground': 'Grey', 'dominantColorBackground': 'Grey', 'dominantColors': ['Grey'], 'accentColor': '746757', 'isBWImg': False}","{'tags': ['people'], 'captions': [{'text': 'people around each other', 'confidence': 0.2503128266562551}]}",0,"{'width': 168, 'height': 88, 'format': 'Jpeg'}",27f9e576-3cb2-44e2-8192-2d0f87e1f7e3,http://collections.eseoul.go.kr/data/art/thumb/0018_1.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=32
17,"[{'name': 'others_', 'score': 0.00390625}, {'name': 'outdoor_', 'score': 0.00390625}]",0,"{'dominantColorForeground': 'Grey', 'dominantColorBackground': 'White', 'dominantColors': ['Grey'], 'accentColor': '5C4F3A', 'isBWImg': False}","{'tags': ['sitting', 'cat', 'sign', 'rug', 'bear', 'white'], 'captions': [{'text': 'a cat with its mouth open', 'confidence': 0.08757152517977226}]}",0,"{'width': 168, 'height': 88, 'format': 'Jpeg'}",70a82977-7b56-4618-99e4-0576c9a6fea3,http://collections.eseoul.go.kr/data/art/thumb/0019.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=35
18,"[{'name': 'abstract_', 'score': 0.00390625}, {'name': 'others_', 'score': 0.0078125}, {'name': 'outdoor_', 'score': 0.00390625}]",0,"{'dominantColorForeground': 'Grey', 'dominantColorBackground': 'White', 'dominantColors': ['White', 'Grey'], 'accentColor': '915B3A', 'isBWImg': False}","{'tags': ['cat', 'window', 'building', 'photo', 'sitting', 'man', 'looking', 'reflection', 'standing', 'front', 'mirror', 'woman', 'white', 'glass', 'snow', 'cage', 'walking', 'street', 'riding', 'door', 'people', 'bus', 'curtain', 'playing'], 'captions': [{'text': 'a cat sitting in front of a window', 'confidence': 0.42507907691964786}]}",0,"{'width': 168, 'height': 88, 'format': 'Jpeg'}",2c08432b-ec6b-4e2c-a98e-847573562e01,http://collections.eseoul.go.kr/data/art/thumb/0020.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=36
19,"[{'name': 'abstract_texture', 'score': 0.33984375}, {'name': 'others_', 'score': 0.00390625}, {'name': 'outdoor_', 'score': 0.00390625}]",0,"{'dominantColorForeground': 'Grey', 'dominantColorBackground': 'Grey', 'dominantColors': ['Grey', 'White', 'Black'], 'accentColor': '694534', 'isBWImg': False}","{'tags': ['indoor', 'white', 'looking', 'sitting', 'large', 'front', 'close', 'covered', 'full', 'star', 'man', 'holding', 'stuffed', 'bear'], 'captions': [{'text': 'a close up of a white wall', 'confidence': 0.6956898150237514}]}",0,"{'width': 168, 'height': 113, 'format': 'Jpeg'}",629ca511-9131-4d3b-abcb-aac00ab73122,http://collections.eseoul.go.kr/data/art/thumb/0021.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=37
20,"[{'name': 'outdoor_', 'score': 0.00390625}]",0,"{'dominantColorForeground': 'White', 'dominantColorBackground': 'White', 'dominantColors': ['White'], 'accentColor': '614920', 'isBWImg': False}","{'tags': ['outdoor', 'grass', 'photo', 'sheep', 'field', 'tree', 'country', 'man', 'skiing', 'white', 'snow', 'standing', 'covered', 'riding', 'horse', 'walking', 'rocky', 'sign', 'herd', 'hill', 'slope', 'grazing', 'people'], 'captions': [{'text': 'a close up of a tree', 'confidence': 0.8348195995859188}]}",0,"{'width': 168, 'height': 112, 'format': 'Jpeg'}",77b083ab-a113-4755-83a2-43b891d2e6cd,http://collections.eseoul.go.kr/data/art/thumb/0022.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=38
21,"[{'name': 'abstract_texture', 'score': 0.625}]",0,"{'dominantColorForeground': 'Grey', 'dominantColorBackground': 'White', 'dominantColors': ['Grey', 'White', 'Black'], 'accentColor': '6C4433', 'isBWImg': False}","{'tags': [], 'captions': [{'text': 'a close up of a mans face', 'confidence': 0.6803490138062587}]}",0,"{'width': 168, 'height': 110, 'format': 'Jpeg'}",76ea3b0b-b750-4277-b433-01a4e0943e0d,http://collections.eseoul.go.kr/data/art/thumb/0023.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=39
22,"[{'name': 'abstract_', 'score': 0.0078125}, {'name': 'others_', 'score': 0.0234375}, {'name': 'outdoor_', 'score': 0.00390625}]",0,"{'dominantColorForeground': 'Grey', 'dominantColorBackground': 'Grey', 'dominantColors': ['Grey'], 'accentColor': '786953', 'isBWImg': False}","{'tags': ['window', 'photo', 'man', 'table', 'large', 'old', 'woman', 'people', 'white', 'standing', 'clock', 'stove', 'luggage'], 'captions': [{'text': 'person standing in front of a window', 'confidence': 0.09473984488304923}]}",0,"{'width': 168, 'height': 81, 'format': 'Jpeg'}",ade9580f-35ee-407f-a431-14ba394175cb,http://collections.eseoul.go.kr/data/art/thumb/0024_1.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=40
23,"[{'name': 'others_', 'score': 0.0078125}, {'name': 'outdoor_', 'score': 0.015625}]",0,"{'dominantColorForeground': 'White', 'dominantColorBackground': 'White', 'dominantColors': ['White'], 'accentColor': '1E4666', 'isBWImg': False}","{'tags': ['sitting', 'small', 'woman', 'white'], 'captions': [{'text': 'person sitting in a chair', 'confidence': 0.37480549810217706}]}",0,"{'width': 168, 'height': 110, 'format': 'Jpeg'}",09ee88ea-86b8-412d-8e21-383bb08d50ce,http://collections.eseoul.go.kr/data/art/thumb/0025.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=43
24,"[{'name': 'abstract_', 'score': 0.00390625}, {'name': 'abstract_net', 'score': 0.15234375}, {'name': 'abstract_shape', 'score': 0.16796875}, {'name': 'others_', 'score': 0.02734375}, {'name': 'outdoor_', 'score': 0.00390625}]",0,"{'dominantColorForeground': 'Grey', 'dominantColorBackground': 'White', 'dominantColors': ['Grey', 'White', 'Black'], 'accentColor': '222C23', 'isBWImg': False}","{'tags': ['white', 'honeycomb', 'man'], 'captions': [{'text': 'a close up of person', 'confidence': 0.23063447706985335}]}",0,"{'width': 168, 'height': 123, 'format': 'Jpeg'}",3075ea72-b193-40f9-b7e7-ac416a0fd34f,http://collections.eseoul.go.kr/data/art/thumb/0026.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=44
25,"[{'name': 'others_', 'score': 0.00390625}, {'name': 'outdoor_', 'score': 0.00390625}]",0,"{'dominantColorForeground': 'Grey', 'dominantColorBackground': 'Grey', 'dominantColors': ['Grey', 'Black'], 'accentColor': '4D577E', 'isBWImg': False}","{'tags': ['indoor', 'building', 'food', 'fire', 'pizza', 'photo', 'blurry', 'man', 'open', 'sitting', 'brick', 'kitchen', 'oven', 'laptop', 'glass', 'fireplace', 'cooking', 'top', 'table', 'large', 'computer', 'restaurant', 'woman', 'holding', 'hot', 'door', 'room', 'street', 'white', 'people'], 'captions': [{'text': 'a blurry image of a glass door', 'confidence': 0.4001047501195321}]}",0,"{'width': 168, 'height': 103, 'format': 'Jpeg'}",1fada903-98a6-49a0-80c0-ec7230b55195,http://collections.eseoul.go.kr/data/art/thumb/0027_1.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=45
26,"[{'name': 'abstract_net', 'score': 0.32421875}, {'name': 'others_', 'score': 0.00390625}]",0,"{'dominantColorForeground': 'Black', 'dominantColorBackground': 'White', 'dominantColors': ['Black', 'White', 'Yellow'], 'accentColor': 'AC801F', 'isBWImg': False}","{'tags': ['food', 'table'], 'captions': [{'text': 'a close up of food', 'confidence': 0.18408919416653854}]}",0,"{'width': 168, 'height': 161, 'format': 'Jpeg'}",e9c8d9b9-e3a4-4b17-b1f0-679bf0055e50,http://collections.eseoul.go.kr/data/art/thumb/0028.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48
27,"[{'name': 'others_', 'score': 0.0078125}, {'name': 'object_screen', 'score': 0.8359375}]",0,"{'dominantColorForeground': 'Black', 'dominantColorBackground': 'Black', 'dominantColors': ['Black'], 'accentColor': '763F40', 'isBWImg': False}","{'tags': ['indoor', 'monitor', 'window', 'computer', 'television', 'screen', 'sitting', 'top', 'table', 'mirror', 'front', 'desk', 'laptop', 'man', 'reflection', 'white', 'door', 'large', 'cat', 'keyboard', 'standing', 'woman', 'room', 'clock', 'kitchen'], 'captions': [{'text': 'a screen shot of a computer monitor', 'confidence': 0.4536945286717658}]}",0,"{'width': 168, 'height': 98, 'format': 'Jpeg'}",f84370f5-08ac-47c5-bcbd-a31e01b5432e,http://collections.eseoul.go.kr/data/art/thumb/0029.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=49
28,"[{'name': 'others_', 'score': 0.01953125}, {'name': 'people_', 'score': 0.6796875}]",0,"{'dominantColorForeground': 'White', 'dominantColorBackground': 'White', 'dominantColors': ['White'], 'accentColor': '322B5E', 'isBWImg': False}","{'tags': ['cat', 'black', 'sitting', 'grass', 'looking', 'standing', 'top', 'brown', 'white', 'laying', 'blue', 'room'], 'captions': [{'text': 'a black cat with its mouth open', 'confidence': 0.16869369416323515}]}",0,"{'width': 145, 'height': 168, 'format': 'Jpeg'}",5d8e6b53-7478-4e9b-844e-1fb500b0a9ac,http://collections.eseoul.go.kr/data/art/thumb/0030.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=52
29,"[{'name': 'abstract_', 'score': 0.0078125}, {'name': 'others_', 'score': 0.00390625}, {'name': 'outdoor_', 'score': 0.0078125}, {'name': 'sky_cloud', 'score': 0.29296875}]",0,"{'dominantColorForeground': 'Grey', 'dominantColorBackground': 'Grey', 'dominantColors': ['Grey'], 'accentColor': '838447', 'isBWImg': False}","{'tags': ['outdoor', 'man', 'photo', 'surfing', 'water', 'riding', 'wave', 'grass', 'board', 'top', 'large', 'air', 'young', 'ocean', 'bird', 'standing', 'white', 'jumping', 'river', 'flying', 'doing'], 'captions': [{'text': 'a man flying through the air', 'confidence': 0.2157912465495677}]}",0,"{'width': 168, 'height': 111, 'format': 'Jpeg'}",c998ca71-6249-42e6-a316-24a2f7fdf3dd,http://collections.eseoul.go.kr/data/art/thumb/0031.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=56
30,"[{'name': 'outdoor_field', 'score': 0.4609375}]",0,"{'dominantColorForeground': 'Yellow', 'dominantColorBackground': 'White', 'dominantColors': [], 'accentColor': '5D5013', 'isBWImg': False}","{'tags': ['grass', 'field', 'rug', 'sheep', 'group'], 'captions': [{'text': 'a close up of some grass', 'confidence': 0.5710289153164337}]}",0,"{'width': 168, 'height': 111, 'format': 'Jpeg'}",2ab1b048-39b2-408a-a2c1-8c9d8afc628d,http://collections.eseoul.go.kr/data/art/thumb/0032.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=57
31,"[{'name': 'abstract_texture', 'score': 0.81640625}]",0,"{'dominantColorForeground': 'Grey', 'dominantColorBackground': 'White', 'dominantColors': ['Grey', 'White'], 'accentColor': '2C5059', 'isBWImg': False}","{'tags': [], 'captions': [{'text': 'a close up of an animal', 'confidence': 0.7438074870352982}]}",0,"{'width': 168, 'height': 125, 'format': 'Jpeg'}",950b9a4f-fb70-43f2-9b54-52c4309613f0,http://collections.eseoul.go.kr/data/art/thumb/0033.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=58
32,"[{'name': 'others_', 'score': 0.02734375}, {'name': 'outdoor_', 'score': 0.015625}]",0,"{'dominantColorForeground': 'Grey', 'dominantColorBackground': 'Grey', 'dominantColors': ['Grey', 'White', 'Black'], 'accentColor': '8B7740', 'isBWImg': False}","{'tags': ['sitting', 'covered', 'white', 'refrigerator', 'kitchen', 'man'], 'captions': [{'text': 'a close up of person', 'confidence': 0.26637007898144427}]}",0,"{'width': 168, 'height': 116, 'format': 'Jpeg'}",86e1a531-1927-4c7d-805f-172600c58067,http://collections.eseoul.go.kr/data/art/thumb/0034.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=59
33,"[{'name': 'abstract_', 'score': 0.02734375}, {'name': 'others_', 'score': 0.01171875}, {'name': 'outdoor_', 'score': 0.00390625}]",0,"{'dominantColorForeground': 'Black', 'dominantColorBackground': 'White', 'dominantColors': ['White'], 'accentColor': '816C4A', 'isBWImg': False}","{'tags': ['window', 'indoor', 'sitting', 'kitchen', 'small', 'top', 'counter', 'white', 'black', 'cat', 'board', 'table', 'door', 'wooden', 'dog', 'oven', 'room', 'man', 'laying', 'standing'], 'captions': [{'text': 'a close up of a window', 'confidence': 0.5067467096799186}]}",0,"{'width': 168, 'height': 88, 'format': 'Jpeg'}",2b59cf52-b0e7-40e0-9809-42535e1abb1b,http://collections.eseoul.go.kr/data/art/thumb/0035.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=60
34,"[{'name': 'abstract_', 'score': 0.00390625}, {'name': 'others_', 'score': 0.00390625}, {'name': 'outdoor_', 'score': 0.00390625}]",0,"{'dominantColorForeground': 'Brown', 'dominantColorBackground': 'Brown', 'dominantColors': ['Brown'], 'accentColor': '372011', 'isBWImg': False}","{'tags': ['honeycomb', 'photo', 'sitting', 'white', 'table', 'holding', 'standing', 'man', 'air', 'airplane', 'group', 'laying', 'room'], 'captions': [{'text': 'a group of honeycomb', 'confidence': 0.13768542852717577}]}",0,"{'width': 168, 'height': 137, 'format': 'Jpeg'}",ce504171-2221-4b65-8c82-3d82d4f1990b,http://collections.eseoul.go.kr/data/art/thumb/0036.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=61
35,"[{'name': 'others_', 'score': 0.00390625}, {'name': 'sky_cloud', 'score': 0.49609375}]",0,"{'dominantColorForeground': 'Grey', 'dominantColorBackground': 'Grey', 'dominantColors': ['Grey'], 'accentColor': '7A6351', 'isBWImg': False}","{'tags': ['dog', 'snow', 'small', 'sitting', 'monkey', 'laying', 'standing', 'bus', 'blurry', 'cat', 'white'], 'captions': [{'text': 'a blurry image of a dog', 'confidence': 0.33336471755903474}]}",0,"{'width': 168, 'height': 88, 'format': 'Jpeg'}",8cd88109-8563-4423-bc9f-c4a08776d5ef,http://collections.eseoul.go.kr/data/art/thumb/0037.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=62
36,0,0,"{'dominantColorForeground': 'Brown', 'dominantColorBackground': 'None', 'dominantColors': ['Brown', 'Grey'], 'accentColor': '614B1F', 'isBWImg': False}","{'tags': ['sitting', 'photo', 'white', 'black', 'man', 'tub', 'old', 'food', 'standing', 'room', 'young', 'board', 'dirty', 'cat', 'bathtub', 'doing'], 'captions': [{'text': 'a close up of a white wall', 'confidence': 0.3641218705570909}]}",0,"{'width': 168, 'height': 111, 'format': 'Jpeg'}",718050ab-6f6c-453c-809a-99cffdcd428e,http://collections.eseoul.go.kr/data/art/thumb/0038.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=63
37,"[{'name': 'abstract_texture', 'score': 0.84765625}]",0,"{'dominantColorForeground': 'Grey', 'dominantColorBackground': 'White', 'dominantColors': ['White', 'Grey'], 'accentColor': '486C76', 'isBWImg': False}","{'tags': ['rug', 'fabric'], 'captions': [{'text': 'a fabric surface', 'confidence': 0.3662558465886493}]}",0,"{'width': 168, 'height': 125, 'format': 'Jpeg'}",8f8f06e3-b6b9-412f-8f28-2b30561b6b81,http://collections.eseoul.go.kr/data/art/thumb/0039.jpg,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=64
